id,name,link,source_count,sources
accommodation_ChIJl-xTpmmrNTERrpkKD3_TgEQ,Golden Sun Hotel,https://www.google.com/maps/place/Golden+Sun+Hotel/data=!4m10!3m9!1s0x3135abbe4c5fbcaf:0x4480d37f0f0a99ae!5m2!4m1!1i2!8m2!3d21.03265!4d105.849389!16s%2Fg%2F11r_54rxcf!19sChIJr7xfTL6rNTERrpkKD3_TgEQ?authuser=0&hl=en&rclk=1,4,"[{""icon"": ""https://www.gstatic.com/travel-hotels/branding/b13642de-d476-41bd-8254-3edc2e567aa6.png"", ""name"": ""Agoda"", ""price"": ""₫1,129,024""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/b8089cb0-34b4-458c-8749-9bc4614baba4.png"", ""name"": ""Trip.com"", ""price"": ""₫1,662,656""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/icon_220.png"", ""name"": ""Priceline"", ""price"": ""₫1,377,984""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/306127930749010778.png"", ""name"": ""Hotels.com"", ""price"": ""₫2,199,040""}]"
accommodation_ChIJk4eWFgVVNDERkUQFPbopeYc,Grace Hotel & Spa,https://www.google.com/maps/place/Grace+Hotel+%26+Spa/data=!4m10!3m9!1s0x3134550516968793:0x877929ba3d054491!5m2!4m1!1i2!8m2!3d21.017713!4d105.7777713!16s%2Fg%2F11rgx1sf2h!19sChIJk4eWFgVVNDERkUQFPbopeYc?authuser=0&hl=en&rclk=1,2,"[{""icon"": ""https://www.gstatic.com/travel-hotels/branding/b13642de-d476-41bd-8254-3edc2e567aa6.png"", ""name"": ""Agoda"", ""price"": ""₫1,504,256""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/1553182719727098122.png"", ""name"": ""EaseMyTrip.com"", ""price"": ""₫1,915,028""}]"
accommodation_ChIJcSAnMuqrNTERfbp5Jtz6o_0,Grand Cititel Hanoi Hotel,https://www.google.com/maps/place/Grand+Cititel+Hanoi+Hotel/data=!4m10!3m9!1s0x3135abea2cf066a7:0xfda3fadc2679ba7d!5m2!4m1!1i2!8m2!3d21.02718!4d105.857887!16s%2Fg%2F11gh46qmnb!19sChIJp2bwLOqrNTERfbp5Jtz6o_0?authuser=0&hl=en&rclk=1,6,"[{""icon"": ""https://www.gstatic.com/travel-hotels/branding/14919036619246364669.png"", ""name"": ""Grand Cititel Hanoi Hotel"", ""price"": ""₫2,730,000""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/6417d44c-c676-4b16-8ae9-f3bbeaa51899.png"", ""name"": ""vn.KAYAK.com"", ""price"": ""₫874,165""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/b13642de-d476-41bd-8254-3edc2e567aa6.png"", ""name"": ""Agoda"", ""price"": ""₫882,432""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/13393604315281765432.png"", ""name"": ""klook"", ""price"": ""₫975,520""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/icon_220.png"", ""name"": ""Priceline"", ""price"": ""₫943,904""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/c770e909-af04-45dd-8ad7-335bc5055826.png"", ""name"": ""Bluepillow.com"", ""price"": ""₫904,823""}]"
accommodation_ChIJsei4e2qtNTERvDhCHwM3y_U,Grand Hanoi Hotel,https://www.google.com/maps/place/Grand+Hanoi+Hotel/data=!4m10!3m9!1s0x3135ad6a7bb8e8b1:0xf5cb37031f4238bc!5m2!4m1!1i2!8m2!3d20.9606297!4d105.823143!16s%2Fg%2F11xl10dr_4!19sChIJsei4e2qtNTERvDhCHwM3y_U?authuser=0&hl=en&rclk=1,4,"[{""icon"": ""https://www.gstatic.com/travel-hotels/branding/b13642de-d476-41bd-8254-3edc2e567aa6.png"", ""name"": ""Agoda"", ""price"": ""₫577,824""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/b8089cb0-34b4-458c-8749-9bc4614baba4.png"", ""name"": ""Trip.com"", ""price"": ""₫611,104""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/cc46874d-c374-4a99-83c7-b6f79d0b19d3.png"", ""name"": ""Traveloka.com"", ""price"": ""₫594,767""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/icon_184.png"", ""name"": ""Booking.com"", ""price"": ""₫649,984""}]"
accommodation_ChIJbTl02BKrNTERRimsoo2OTAc,Grandiose Hotel & Spa,https://www.google.com/maps/place/Grandiose+Hotel+%26+Spa/data=!4m10!3m9!1s0x3135ab12d874396d:0x74c8e8da2ac2946!5m2!4m1!1i2!8m2!3d21.035186!4d105.8147426!16s%2Fg%2F11gdhtdf00!19sChIJbTl02BKrNTERRimsoo2OTAc?authuser=0&hl=en&rclk=1,6,"[{""icon"": ""https://www.gstatic.com/travel-hotels/branding/14919036619246364669.png"", ""name"": ""Grandiose Hotel & Spa"", ""price"": ""₫1,761,650""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/b13642de-d476-41bd-8254-3edc2e567aa6.png"", ""name"": ""Agoda"", ""price"": ""₫1,520,384""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/b8089cb0-34b4-458c-8749-9bc4614baba4.png"", ""name"": ""Trip.com"", ""price"": ""₫1,668,480""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/c770e909-af04-45dd-8ad7-335bc5055826.png"", ""name"": ""Bluepillow.com"", ""price"": ""₫1,558,092""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/icon_220.png"", ""name"": ""Priceline"", ""price"": ""₫1,855,808""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/40113501-a8d1-41cf-942b-a2452edeb94f.png"", ""name"": ""Mytour"", ""price"": ""₫1,963,072""}]"
accommodation_ChIJ1_gDtTCrNTERVmUj8TAT9Z0,Grand Mercure Hanoi,https://www.google.com/maps/place/Grand+Mercure+Hanoi/data=!4m10!3m9!1s0x3135ab30b503f8d7:0x9df51330f1236556!5m2!4m1!1i2!8m2!3d21.0276589!4d105.8334725!16s%2Fg%2F11fpjsgdqv!19sChIJ1_gDtTCrNTERVmUj8TAT9Z0?authuser=0&hl=en&rclk=1,6,"[{""icon"": ""https://www.gstatic.com/travel-hotels/branding/724325a7-1298-48ce-99d3-d5e4f4f0819a.png"", ""name"": ""Grand Mercure Hanoi"", ""price"": ""₫3,061,760""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/297592521974050080.png"", ""name"": ""Vio.com"", ""price"": ""₫2,876,544""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/13393604315281765432.png"", ""name"": ""klook"", ""price"": ""₫2,960,640""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/b13642de-d476-41bd-8254-3edc2e567aa6.png"", ""name"": ""Agoda"", ""price"": ""₫3,061,760""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/icon_184.png"", ""name"": ""Booking.com"", ""price"": ""₫3,061,760""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/b8089cb0-34b4-458c-8749-9bc4614baba4.png"", ""name"": ""Trip.com"", ""price"": ""₫3,061,760""}]"
accommodation_ChIJAeByUQCrNTERtjpVioS3_jQ,Grandview Hotel & Residence,https://www.google.com/maps/place/Grandview+Hotel+%26+Residence/data=!4m10!3m9!1s0x3135ab005172e001:0x34feb7848a553ab6!5m2!4m1!1i2!8m2!3d21.0265869!4d105.7978333!16s%2Fg%2F11y7cygrqw!19sChIJAeByUQCrNTERtjpVioS3_jQ?authuser=0&hl=en&rclk=1,7,"[{""icon"": ""https://www.gstatic.com/travel-hotels/branding/icon_184.png"", ""name"": ""Booking.com"", ""price"": ""₫1,506,496""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/14919036619246364669.png"", ""name"": ""GrandView Hotel & Residence"", ""price"": ""₫1,574,100""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/b13642de-d476-41bd-8254-3edc2e567aa6.png"", ""name"": ""Agoda"", ""price"": ""₫1,236,288""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/b8089cb0-34b4-458c-8749-9bc4614baba4.png"", ""name"": ""Trip.com"", ""price"": ""₫1,443,392""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/icon_184.png"", ""name"": ""Booking.com"", ""price"": ""₫1,506,496""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/cc46874d-c374-4a99-83c7-b6f79d0b19d3.png"", ""name"": ""Traveloka.com"", ""price"": ""₫1,437,739""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/297592521974050080.png"", ""name"": ""Vio.com"", ""price"": ""₫1,443,328""}]"
accommodation_ChIJ__-gq6CrNTERoXMJugwCimc,Green Homestay,https://www.google.com/maps/place/Green+Homestay/data=!4m10!3m9!1s0x3135aba0aba0ffff:0x678a020cba0973a1!5m2!4m1!1i2!8m2!3d21.0382731!4d105.8292564!16s%2Fg%2F11l668f124!19sChIJ__-gq6CrNTERoXMJugwCimc?authuser=0&hl=en&rclk=1,5,"[{""icon"": ""https://www.gstatic.com/travel-hotels/branding/c770e909-af04-45dd-8ad7-335bc5055826.png"", ""name"": ""Bluepillow.com"", ""price"": ""₫184,999""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/cc46874d-c374-4a99-83c7-b6f79d0b19d3.png"", ""name"": ""Traveloka.com"", ""price"": ""₫221,530""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/b8089cb0-34b4-458c-8749-9bc4614baba4.png"", ""name"": ""Trip.com"", ""price"": ""₫239,472""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/1553182719727098122.png"", ""name"": ""EaseMyTrip.com"", ""price"": ""₫251,007""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/40113501-a8d1-41cf-942b-a2452edeb94f.png"", ""name"": ""Mytour"", ""price"": ""₫266,768""}]"
accommodation_ChIJq4n3XYqrNTERacuc-dzCgFM,Hai Mươi Hotel & Apartment,https://www.google.com/maps/place/Hai+M%C6%B0%C6%A1i+Hotel+%26+Apartment/data=!4m10!3m9!1s0x3135ab8a5df789ab:0x5380c2dcf99ccb69!5m2!4m1!1i2!8m2!3d21.0355441!4d105.7860929!16s%2Fg%2F11khd73cp2!19sChIJq4n3XYqrNTERacuc-dzCgFM?authuser=0&hl=en&rclk=1,6,"[{""icon"": ""https://www.gstatic.com/travel-hotels/branding/b13642de-d476-41bd-8254-3edc2e567aa6.png"", ""name"": ""Agoda"", ""price"": ""₫408,416""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/b8089cb0-34b4-458c-8749-9bc4614baba4.png"", ""name"": ""Trip.com"", ""price"": ""₫454,080""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/icon_184.png"", ""name"": ""Booking.com"", ""price"": ""₫491,856""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/c770e909-af04-45dd-8ad7-335bc5055826.png"", ""name"": ""Bluepillow.com"", ""price"": ""₫409,049""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/40113501-a8d1-41cf-942b-a2452edeb94f.png"", ""name"": ""Mytour"", ""price"": ""₫496,048""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/cc46874d-c374-4a99-83c7-b6f79d0b19d3.png"", ""name"": ""Traveloka.com"", ""price"": ""₫471,678""}]"
accommodation_ChIJIyczdrWrNTER13l4ty_bsg4,Hanoi Amore Hotel & Travel,https://www.google.com/maps/place/Hanoi+Amore+Hotel+%26+Travel/data=!4m10!3m9!1s0x3135ac90221af645:0xeb2db2fb77879d7!5m2!4m1!1i2!8m2!3d20.99755!4d105.816883!16s%2Fg%2F11f5_s9xp2!19sChIJRfYaIpCsNTER13l4ty_bsg4?authuser=0&hl=en&rclk=1,6,"[{""icon"": ""https://www.gstatic.com/travel-hotels/branding/cc46874d-c374-4a99-83c7-b6f79d0b19d3.png"", ""name"": ""Traveloka.com"", ""price"": ""₫263,832""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/40113501-a8d1-41cf-942b-a2452edeb94f.png"", ""name"": ""Mytour"", ""price"": ""₫656,864""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/b13642de-d476-41bd-8254-3edc2e567aa6.png"", ""name"": ""Agoda"", ""price"": ""₫813,600""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/b8089cb0-34b4-458c-8749-9bc4614baba4.png"", ""name"": ""Trip.com"", ""price"": ""₫707,232""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/icon_660369587.png"", ""name"": ""Qantas Hotels"", ""price"": ""₫674,812""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/c770e909-af04-45dd-8ad7-335bc5055826.png"", ""name"": ""Bluepillow.com"", ""price"": ""₫659,821""}]"
accommodation_ChIJZzZ2vlarNTER308vXxLwv5w,Hanoian Central Hotel & Spa,https://www.google.com/maps/place/Hanoian+Central+Hotel+%26+Spa/data=!4m10!3m9!1s0x3135abb95991d1df:0x9cbff0125f2f4fdf!5m2!4m1!1i2!8m2!3d21.037613!4d105.846962!16s%2Fg%2F11nn5677b2!19sChIJ39GRWbmrNTER308vXxLwv5w?authuser=0&hl=en&rclk=1,6,"[{""icon"": ""https://www.gstatic.com/travel-hotels/branding/14919036619246364669.png"", ""name"": ""Hanoian Central Hotel"", ""price"": ""₫1,831,232""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/b13642de-d476-41bd-8254-3edc2e567aa6.png"", ""name"": ""Agoda"", ""price"": ""₫1,059,328""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/c770e909-af04-45dd-8ad7-335bc5055826.png"", ""name"": ""Bluepillow.com"", ""price"": ""₫1,090,608""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/b8089cb0-34b4-458c-8749-9bc4614baba4.png"", ""name"": ""Trip.com"", ""price"": ""₫1,592,704""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/icon_184.png"", ""name"": ""Booking.com"", ""price"": ""₫1,711,552""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/cc46874d-c374-4a99-83c7-b6f79d0b19d3.png"", ""name"": ""Traveloka.com"", ""price"": ""₫1,418,991""}]"
accommodation_ChIJMe9MQ5erNTERYRYPGJ6vJQY,Hanoi Aria Central Hotel & Spa,https://www.google.com/maps/place/Hanoi+Aria+Central+Hotel+%26+Spa/data=!4m10!3m9!1s0x3135ab974365ed71:0x625af9e180f1661!5m2!4m1!1i2!8m2!3d21.026812!4d105.841626!16s%2Fg%2F11fk12gkdx!19sChIJce1lQ5erNTERYRYPGJ6vJQY?authuser=0&hl=en&rclk=1,8,"[{""icon"": ""https://www.gstatic.com/travel-hotels/branding/icon_184.png"", ""name"": ""Booking.com"", ""price"": ""₫809,984""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/b13642de-d476-41bd-8254-3edc2e567aa6.png"", ""name"": ""Agoda"", ""price"": ""₫606,208""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/cc46874d-c374-4a99-83c7-b6f79d0b19d3.png"", ""name"": ""Traveloka.com"", ""price"": ""₫558,542""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/b13642de-d476-41bd-8254-3edc2e567aa6.png"", ""name"": ""Agoda"", ""price"": ""₫606,208""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/b8089cb0-34b4-458c-8749-9bc4614baba4.png"", ""name"": ""Trip.com"", ""price"": ""₫637,248""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/5752806419581288089.png"", ""name"": ""HOPEGOO"", ""price"": ""₫601,131""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/c770e909-af04-45dd-8ad7-335bc5055826.png"", ""name"": ""Bluepillow.com"", ""price"": ""₫597,713""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/40113501-a8d1-41cf-942b-a2452edeb94f.png"", ""name"": ""Mytour"", ""price"": ""₫678,752""}]"
accommodation_ChIJjWkLRd6rNTERDdxGBFb3krw,Hanoi Backpackers Hostel & Rooftop Bar,https://www.google.com/maps/place/Hanoi+Backpackers+Hostel+%26+Rooftop+Bar/data=!4m10!3m9!1s0x3135abde450b698d:0xbc92f7560446dc0d!5m2!4m1!1i2!8m2!3d21.0344077!4d105.8520025!16s%2Fg%2F11jsrdb1bh!19sChIJjWkLRd6rNTERDdxGBFb3krw?authuser=0&hl=en&rclk=1,6,"[{""icon"": ""https://www.gstatic.com/travel-hotels/branding/icon_184.png"", ""name"": ""Booking.com"", ""price"": ""₫330,000""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/1264b392-0c69-44ec-8922-271868c67545.png"", ""name"": ""Skyscanner"", ""price"": ""₫826,720""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/c770e909-af04-45dd-8ad7-335bc5055826.png"", ""name"": ""Bluepillow.com"", ""price"": ""₫826,746""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/b8089cb0-34b4-458c-8749-9bc4614baba4.png"", ""name"": ""Trip.com"", ""price"": ""₫1,414,464""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/e2dd64ca-de9b-44d2-9706-b3227b0e9c40.png"", ""name"": ""Tripening Hotels"", ""price"": ""₫1,067,270""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/5f7a447c-9c10-4320-a7ac-aea7cf688fb0.png"", ""name"": ""hutchgo (Hutchison Travel Limited)"", ""price"": ""₫921,856""}]"
accommodation_ChIJtwcg2cGrNTERvFXaJcR_BOw,Hanoi Balcony Hostel,https://www.google.com/maps/place/Hanoi+Balcony+Hostel/data=!4m10!3m9!1s0x3135abc1d92007b7:0xec047fc425da55bc!5m2!4m1!1i2!8m2!3d21.030273!4d105.856525!16s%2Fg%2F11f049l58k!19sChIJtwcg2cGrNTERvFXaJcR_BOw?authuser=0&hl=en&rclk=1,1,"[{""icon"": ""https://www.gstatic.com/travel-hotels/branding/icon_184.png"", ""name"": ""Booking.com"", ""price"": ""₫755,520""}]"
accommodation_ChIJvav7qbirNTERGm-gFI2SzBY,Hanoi Boutique Hotel & Spa,https://www.google.com/maps/place/Hanoi+Boutique+Hotel+%26+Spa/data=!4m10!3m9!1s0x3135abbf325a622f:0x16cc928d14a06f1a!5m2!4m1!1i2!8m2!3d21.03622!4d105.850447!16s%2Fg%2F1th60vyh!19sChIJL2JaMr-rNTERGm-gFI2SzBY?authuser=0&hl=en&rclk=1,6,"[{""icon"": ""https://www.gstatic.com/travel-hotels/branding/b13642de-d476-41bd-8254-3edc2e567aa6.png"", ""name"": ""Agoda"", ""price"": ""₫942,560""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/8870031880741548334.png"", ""name"": ""Hanoi Boutique Hotel & Spa"", ""price"": ""₫2,000,000""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/c770e909-af04-45dd-8ad7-335bc5055826.png"", ""name"": ""Bluepillow.com"", ""price"": ""₫967,468""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/6417d44c-c676-4b16-8ae9-f3bbeaa51899.png"", ""name"": ""vn.KAYAK.com"", ""price"": ""₫1,038,199""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/1553182719727098122.png"", ""name"": ""EaseMyTrip.com"", ""price"": ""₫1,097,054""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/13393604315281765432.png"", ""name"": ""klook"", ""price"": ""₫1,160,576""}]"
accommodation_ChIJ2dmnILWrNTER9XP9YdDhqDQ,Hanoi Buffalo Hostel,https://www.google.com/maps/place/Hanoi+Buffalo+Hostel/data=!4m10!3m9!1s0x3135abb520a7d9d9:0x34a8e1d061fd73f5!5m2!4m1!1i2!8m2!3d21.0346541!4d105.8513541!16s%2Fg%2F11t14r0nkj!19sChIJ2dmnILWrNTER9XP9YdDhqDQ?authuser=0&hl=en&rclk=1,4,"[{""icon"": ""https://www.gstatic.com/travel-hotels/branding/icon_default.png"", ""name"": ""Hanoi Buffalo Hostel"", ""price"": ""₫360,000""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/icon_184.png"", ""name"": ""Booking.com"", ""price"": ""₫324,000""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/icon_100372930.png"", ""name"": ""Hostelworld"", ""price"": ""₫329,642""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/c770e909-af04-45dd-8ad7-335bc5055826.png"", ""name"": ""Bluepillow.com"", ""price"": ""₫863,929""}]"
accommodation_ChIJ2a4dupWrNTERHvhMEk2vT2g,Ha Noi Capital Boutique Hotel,https://www.google.com/maps/place/Ha+Noi+Capital+Boutique+Hotel/data=!4m10!3m9!1s0x3135ab95ba1daed9:0x684faf4d124cf81e!5m2!4m1!1i2!8m2!3d21.0285993!4d105.8483189!16s%2Fg%2F11bv3mmvpj!19sChIJ2a4dupWrNTERHvhMEk2vT2g?authuser=0&hl=en&rclk=1,4,"[{""icon"": ""https://www.gstatic.com/travel-hotels/branding/b13642de-d476-41bd-8254-3edc2e567aa6.png"", ""name"": ""Agoda"", ""price"": ""₫554,912""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/icon_184.png"", ""name"": ""Booking.com"", ""price"": ""₫720,000""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/cc46874d-c374-4a99-83c7-b6f79d0b19d3.png"", ""name"": ""Traveloka.com"", ""price"": ""₫580,188""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/icon_220.png"", ""name"": ""Priceline"", ""price"": ""₫720,096""}]"
accommodation_ChIJY1TbfaKrNTERwwtuegNalys,Hanoi Capital Premium Hotel,https://www.google.com/maps/place/Hanoi+Capital+Premium+Hotel/data=!4m10!3m9!1s0x3135aba27ddb5463:0x2b975a037a6e0bc3!5m2!4m1!1i2!8m2!3d21.0285331!4d105.8482718!16s%2Fg%2F11t6y7sb9b!19sChIJY1TbfaKrNTERwwtuegNalys?authuser=0&hl=en&rclk=1,6,"[{""icon"": ""https://www.gstatic.com/travel-hotels/branding/cc46874d-c374-4a99-83c7-b6f79d0b19d3.png"", ""name"": ""Traveloka.com"", ""price"": ""₫904,587""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/b13642de-d476-41bd-8254-3edc2e567aa6.png"", ""name"": ""Agoda"", ""price"": ""₫1,015,328""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/icon_184.png"", ""name"": ""Booking.com"", ""price"": ""₫1,349,952""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/c770e909-af04-45dd-8ad7-335bc5055826.png"", ""name"": ""Bluepillow.com"", ""price"": ""₫1,015,424""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/b8089cb0-34b4-458c-8749-9bc4614baba4.png"", ""name"": ""Trip.com"", ""price"": ""₫1,349,952""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/1553182719727098122.png"", ""name"": ""EaseMyTrip.com"", ""price"": ""₫1,344,208""}]"
accommodation_ChIJm-RzoJWrNTEROIBm-E6w7Qg,Hanoi Central Backpackers Hostel,https://www.google.com/maps/place/Hanoi+Central+Backpackers+Hostel/data=!4m10!3m9!1s0x3135ab95a073e49b:0x8edb04ef8668038!5m2!4m1!1i2!8m2!3d21.0377857!4d105.8520987!16s%2Fg%2F1td74141!19sChIJm-RzoJWrNTEROIBm-E6w7Qg?authuser=0&hl=en&rclk=1,6,"[{""icon"": ""https://www.gstatic.com/travel-hotels/branding/icon_default.png"", ""name"": ""Hanoi Central Backpackers Hostel"", ""price"": ""₫300,000""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/icon_184.png"", ""name"": ""Booking.com"", ""price"": ""₫324,000""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/icon_100372930.png"", ""name"": ""Hostelworld"", ""price"": ""₫329,642""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/7e9b18f5-dcd9-46e2-8bed-33a004b33995.png"", ""name"": ""BusinessHotels.com"", ""price"": ""₫648,024""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/5bde3665-f4fd-4468-b4bf-dee085aaacce.png"", ""name"": ""HomeToGo"", ""price"": ""₫648,024""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/c770e909-af04-45dd-8ad7-335bc5055826.png"", ""name"": ""Bluepillow.com"", ""price"": ""₫648,024""}]"
accommodation_ChIJsVaLbUirNTERP4aGR1WzQ7s,Hanoi Central Park Hotel,https://www.google.com/maps/place/Hanoi+Central+Park+Hotel/data=!4m10!3m9!1s0x3135ab486d8b56b1:0xbb43b3554786863f!5m2!4m1!1i2!8m2!3d21.0323751!4d105.8537881!16s%2Fg%2F11sb5xj8l3!19sChIJsVaLbUirNTERP4aGR1WzQ7s?authuser=0&hl=en&rclk=1,6,"[{""icon"": ""https://www.gstatic.com/travel-hotels/branding/b13642de-d476-41bd-8254-3edc2e567aa6.png"", ""name"": ""Agoda"", ""price"": ""₫509,056""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/13393604315281765432.png"", ""name"": ""klook"", ""price"": ""₫520,624""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/c770e909-af04-45dd-8ad7-335bc5055826.png"", ""name"": ""Bluepillow.com"", ""price"": ""₫509,657""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/306127930749010778.png"", ""name"": ""Hotels.com"", ""price"": ""₫620,736""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/1553182719727098122.png"", ""name"": ""EaseMyTrip.com"", ""price"": ""₫600,820""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/icon_660369587.png"", ""name"": ""Qantas Hotels"", ""price"": ""₫586,848""}]"
accommodation_ChIJx3061WmpNTERT2gpcFE1V3Q,Hanoi Cozy Homestay Long Biên,https://www.google.com/maps/place/Hanoi+Cozy+Homestay+Long+Bi%C3%AAn/data=!4m10!3m9!1s0x3135a969d53a7dc7:0x745735517029684f!5m2!4m1!1i2!8m2!3d21.04198!4d105.8764835!16s%2Fg%2F11sczcr2x_!19sChIJx3061WmpNTERT2gpcFE1V3Q?authuser=0&hl=en&rclk=1,1,"[{""icon"": ""https://www.gstatic.com/travel-hotels/branding/40113501-a8d1-41cf-942b-a2452edeb94f.png"", ""name"": ""Mytour"", ""price"": ""₫853,216""}]"
accommodation_ChIJ06cj-WmrNTERHbuOiutGSAw,Hanoi Daewoo Hotel,https://www.google.com/maps/place/Hanoi+Daewoo+Hotel/data=!4m10!3m9!1s0x3135ab69f923a7d3:0xc4846eb8a8ebb1d!5m2!4m1!1i2!8m2!3d21.030832!4d105.8117912!16s%2Fg%2F1217thr5!19sChIJ06cj-WmrNTERHbuOiutGSAw?authuser=0&hl=en&rclk=1,6,"[{""icon"": ""https://www.gstatic.com/travel-hotels/branding/b13642de-d476-41bd-8254-3edc2e567aa6.png"", ""name"": ""Agoda"", ""price"": ""₫2,097,152""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/297592521974050080.png"", ""name"": ""Vio.com"", ""price"": ""₫2,077,696""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/10384618555932340059.png"", ""name"": ""Etrip.net"", ""price"": ""₫2,077,696""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/5f7a447c-9c10-4320-a7ac-aea7cf688fb0.png"", ""name"": ""hutchgo (Hutchison Travel Limited)"", ""price"": ""₫2,084,224""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/c770e909-af04-45dd-8ad7-335bc5055826.png"", ""name"": ""Bluepillow.com"", ""price"": ""₫2,097,076""}, {""icon"": ""https://www.gstatic.com/travel-hotels/branding/4bb2e6d3-77b1-4306-8c69-5a97ce95ce39.png"", ""name"": ""goseek.com"", ""price"": ""₫2,122,461""}]"
