id,name,link
accommodation_ChIJcSAnMuqrNTERfbp5Jtz6o_0,Grand Cititel Hanoi Hotel,https://www.google.com/maps/place/Grand+Cititel+Hanoi+Hotel/data=!4m10!3m9!1s0x3135abea2cf066a7:0xfda3fadc2679ba7d!5m2!4m1!1i2!8m2!3d21.02718!4d105.857887!16s%2Fg%2F11gh46qmnb!19sChIJp2bwLOqrNTERfbp5Jtz6o_0?authuser=0&hl=en&rclk=1
accommodation_ChIJsei4e2qtNTERvDhCHwM3y_U,Grand Hanoi Hotel,https://www.google.com/maps/place/Grand+Hanoi+Hotel/data=!4m10!3m9!1s0x3135ad6a7bb8e8b1:0xf5cb37031f4238bc!5m2!4m1!1i2!8m2!3d20.9606297!4d105.823143!16s%2Fg%2F11xl10dr_4!19sChIJsei4e2qtNTERvDhCHwM3y_U?authuser=0&hl=en&rclk=1
accommodation_ChIJbTl02BKrNTERRimsoo2OTAc,Grandiose Hotel & Spa,https://www.google.com/maps/place/Grandiose+Hotel+%26+Spa/data=!4m10!3m9!1s0x3135ab12d874396d:0x74c8e8da2ac2946!5m2!4m1!1i2!8m2!3d21.035186!4d105.8147426!16s%2Fg%2F11gdhtdf00!19sChIJbTl02BKrNTERRimsoo2OTAc?authuser=0&hl=en&rclk=1
accommodation_ChIJ1_gDtTCrNTERVmUj8TAT9Z0,Grand Mercure Hanoi,https://www.google.com/maps/place/Grand+Mercure+Hanoi/data=!4m10!3m9!1s0x3135ab30b503f8d7:0x9df51330f1236556!5m2!4m1!1i2!8m2!3d21.0276589!4d105.8334725!16s%2Fg%2F11fpjsgdqv!19sChIJ1_gDtTCrNTERVmUj8TAT9Z0?authuser=0&hl=en&rclk=1
accommodation_ChIJAeByUQCrNTERtjpVioS3_jQ,Grandview Hotel & Residence,https://www.google.com/maps/place/Grandview+Hotel+%26+Residence/data=!4m10!3m9!1s0x3135ab005172e001:0x34feb7848a553ab6!5m2!4m1!1i2!8m2!3d21.0265869!4d105.7978333!16s%2Fg%2F11y7cygrqw!19sChIJAeByUQCrNTERtjpVioS3_jQ?authuser=0&hl=en&rclk=1
accommodation_ChIJ__-gq6CrNTERoXMJugwCimc,Green Homestay,https://www.google.com/maps/place/Green+Homestay/data=!4m10!3m9!1s0x3135aba0aba0ffff:0x678a020cba0973a1!5m2!4m1!1i2!8m2!3d21.0382731!4d105.8292564!16s%2Fg%2F11l668f124!19sChIJ__-gq6CrNTERoXMJugwCimc?authuser=0&hl=en&rclk=1
accommodation_ChIJq4n3XYqrNTERacuc-dzCgFM,Hai Mươi Hotel & Apartment,https://www.google.com/maps/place/Hai+M%C6%B0%C6%A1i+Hotel+%26+Apartment/data=!4m10!3m9!1s0x3135ab8a5df789ab:0x5380c2dcf99ccb69!5m2!4m1!1i2!8m2!3d21.0355441!4d105.7860929!16s%2Fg%2F11khd73cp2!19sChIJq4n3XYqrNTERacuc-dzCgFM?authuser=0&hl=en&rclk=1
accommodation_ChIJIyczdrWrNTER13l4ty_bsg4,Hanoi Amore Hotel & Travel,https://www.google.com/maps/place/Hanoi+Amore+Hotel+%26+Travel/data=!4m10!3m9!1s0x3135ac90221af645:0xeb2db2fb77879d7!5m2!4m1!1i2!8m2!3d20.99755!4d105.816883!16s%2Fg%2F11f5_s9xp2!19sChIJRfYaIpCsNTER13l4ty_bsg4?authuser=0&hl=en&rclk=1
accommodation_ChIJZzZ2vlarNTER308vXxLwv5w,Hanoian Central Hotel & Spa,https://www.google.com/maps/place/Hanoian+Central+Hotel+%26+Spa/data=!4m10!3m9!1s0x3135abb95991d1df:0x9cbff0125f2f4fdf!5m2!4m1!1i2!8m2!3d21.037613!4d105.846962!16s%2Fg%2F11nn5677b2!19sChIJ39GRWbmrNTER308vXxLwv5w?authuser=0&hl=en&rclk=1
accommodation_ChIJMe9MQ5erNTERYRYPGJ6vJQY,Hanoi Aria Central Hotel & Spa,https://www.google.com/maps/place/Hanoi+Aria+Central+Hotel+%26+Spa/data=!4m10!3m9!1s0x3135ab974365ed71:0x625af9e180f1661!5m2!4m1!1i2!8m2!3d21.026812!4d105.841626!16s%2Fg%2F11fk12gkdx!19sChIJce1lQ5erNTERYRYPGJ6vJQY?authuser=0&hl=en&rclk=1
accommodation_ChIJjWkLRd6rNTERDdxGBFb3krw,Hanoi Backpackers Hostel & Rooftop Bar,https://www.google.com/maps/place/Hanoi+Backpackers+Hostel+%26+Rooftop+Bar/data=!4m10!3m9!1s0x3135abde450b698d:0xbc92f7560446dc0d!5m2!4m1!1i2!8m2!3d21.0344077!4d105.8520025!16s%2Fg%2F11jsrdb1bh!19sChIJjWkLRd6rNTERDdxGBFb3krw?authuser=0&hl=en&rclk=1
accommodation_ChIJtwcg2cGrNTERvFXaJcR_BOw,Hanoi Balcony Hostel,https://www.google.com/maps/place/Hanoi+Balcony+Hostel/data=!4m10!3m9!1s0x3135abc1d92007b7:0xec047fc425da55bc!5m2!4m1!1i2!8m2!3d21.030273!4d105.856525!16s%2Fg%2F11f049l58k!19sChIJtwcg2cGrNTERvFXaJcR_BOw?authuser=0&hl=en&rclk=1
accommodation_ChIJvav7qbirNTERGm-gFI2SzBY,Hanoi Boutique Hotel & Spa,https://www.google.com/maps/place/Hanoi+Boutique+Hotel+%26+Spa/data=!4m10!3m9!1s0x3135abbf325a622f:0x16cc928d14a06f1a!5m2!4m1!1i2!8m2!3d21.03622!4d105.850447!16s%2Fg%2F1th60vyh!19sChIJL2JaMr-rNTERGm-gFI2SzBY?authuser=0&hl=en&rclk=1
accommodation_ChIJ2dmnILWrNTER9XP9YdDhqDQ,Hanoi Buffalo Hostel,https://www.google.com/maps/place/Hanoi+Buffalo+Hostel/data=!4m10!3m9!1s0x3135abb520a7d9d9:0x34a8e1d061fd73f5!5m2!4m1!1i2!8m2!3d21.0346541!4d105.8513541!16s%2Fg%2F11t14r0nkj!19sChIJ2dmnILWrNTER9XP9YdDhqDQ?authuser=0&hl=en&rclk=1
accommodation_ChIJ2a4dupWrNTERHvhMEk2vT2g,Ha Noi Capital Boutique Hotel,https://www.google.com/maps/place/Ha+Noi+Capital+Boutique+Hotel/data=!4m10!3m9!1s0x3135ab95ba1daed9:0x684faf4d124cf81e!5m2!4m1!1i2!8m2!3d21.0285993!4d105.8483189!16s%2Fg%2F11bv3mmvpj!19sChIJ2a4dupWrNTERHvhMEk2vT2g?authuser=0&hl=en&rclk=1
accommodation_ChIJY1TbfaKrNTERwwtuegNalys,Hanoi Capital Premium Hotel,https://www.google.com/maps/place/Hanoi+Capital+Premium+Hotel/data=!4m10!3m9!1s0x3135aba27ddb5463:0x2b975a037a6e0bc3!5m2!4m1!1i2!8m2!3d21.0285331!4d105.8482718!16s%2Fg%2F11t6y7sb9b!19sChIJY1TbfaKrNTERwwtuegNalys?authuser=0&hl=en&rclk=1
accommodation_ChIJm-RzoJWrNTEROIBm-E6w7Qg,Hanoi Central Backpackers Hostel,https://www.google.com/maps/place/Hanoi+Central+Backpackers+Hostel/data=!4m10!3m9!1s0x3135ab95a073e49b:0x8edb04ef8668038!5m2!4m1!1i2!8m2!3d21.0377857!4d105.8520987!16s%2Fg%2F1td74141!19sChIJm-RzoJWrNTEROIBm-E6w7Qg?authuser=0&hl=en&rclk=1
accommodation_ChIJsVaLbUirNTERP4aGR1WzQ7s,Hanoi Central Park Hotel,https://www.google.com/maps/place/Hanoi+Central+Park+Hotel/data=!4m10!3m9!1s0x3135ab486d8b56b1:0xbb43b3554786863f!5m2!4m1!1i2!8m2!3d21.0323751!4d105.8537881!16s%2Fg%2F11sb5xj8l3!19sChIJsVaLbUirNTERP4aGR1WzQ7s?authuser=0&hl=en&rclk=1
accommodation_ChIJx3061WmpNTERT2gpcFE1V3Q,Hanoi Cozy Homestay Long Biên,https://www.google.com/maps/place/Hanoi+Cozy+Homestay+Long+Bi%C3%AAn/data=!4m10!3m9!1s0x3135a969d53a7dc7:0x745735517029684f!5m2!4m1!1i2!8m2!3d21.04198!4d105.8764835!16s%2Fg%2F11sczcr2x_!19sChIJx3061WmpNTERT2gpcFE1V3Q?authuser=0&hl=en&rclk=1
accommodation_ChIJ06cj-WmrNTERHbuOiutGSAw,Hanoi Daewoo Hotel,https://www.google.com/maps/place/Hanoi+Daewoo+Hotel/data=!4m10!3m9!1s0x3135ab69f923a7d3:0xc4846eb8a8ebb1d!5m2!4m1!1i2!8m2!3d21.030832!4d105.8117912!16s%2Fg%2F1217thr5!19sChIJ06cj-WmrNTERHbuOiutGSAw?authuser=0&hl=en&rclk=1
accommodation_ChIJxypGH8SrNTERLik7MPnblqY,Hanoi EcoStay hostel,https://www.google.com/maps/place/Hanoi+EcoStay+hostel/data=!4m10!3m9!1s0x3135abc41f462ac7:0xa696dbf9303b292e!5m2!4m1!1i2!8m2!3d21.0349536!4d105.851152!16s%2Fg%2F11r9p8ksps!19sChIJxypGH8SrNTERLik7MPnblqY?authuser=0&hl=en&rclk=1
accommodation_ChIJdbYmvb6rNTERxEGgY22SaKQ,Hanoi Family Homestay,https://www.google.com/maps/place/Hanoi+Family+Homestay/data=!4m10!3m9!1s0x3135abbebd26b675:0xa468926d63a041c4!5m2!4m1!1i2!8m2!3d21.0329172!4d105.8447057!16s%2Fg%2F1yfh_k2sb!19sChIJdbYmvb6rNTERxEGgY22SaKQ?authuser=0&hl=en&rclk=1
accommodation_ChIJH8Y3vZWrNTERUHPieqVTxW4,Hanoi Grand Plaza Hotel,https://www.google.com/maps/place/Hanoi+Grand+Plaza+Hotel/data=!4m10!3m9!1s0x3135aca687e89dd1:0x6ec553a57ae27350!5m2!4m1!1i2!8m2!3d21.00743!4d105.796818!16s%2Fg%2F1tgwk4pr!19sChIJ0Z3oh6asNTERUHPieqVTxW4?authuser=0&hl=en&rclk=1
accommodation_ChIJMXQZasCrNTERZ4nVODMexnA,Hanoi HM Boutique Hotel,https://www.google.com/maps/place/Hanoi+HM+Boutique+Hotel/data=!4m10!3m9!1s0x3135abc06a0c58bb:0x70c61e3338d58967!5m2!4m1!1i2!8m2!3d21.032038!4d105.853953!16s%2Fg%2F11bv38r5m9!19sChIJu1gMasCrNTERZ4nVODMexnA?authuser=0&hl=en&rclk=1
accommodation_ChIJjbhqO3SrNTER1l3vLb6MhPs,Hanoi Hotel,https://www.google.com/maps/place/Hanoi+Hotel/data=!4m10!3m9!1s0x3135ab73dfab3429:0xfb848cbe2def5dd6!5m2!4m1!1i2!8m2!3d21.027772!4d105.821524!16s%2Fg%2F1hm5vmqvj!19sChIJKTSr33OrNTER1l3vLb6MhPs?authuser=0&hl=en&rclk=1
accommodation_ChIJ1ZWh2ZmrNTERu2hRspAxAhA,Hanoi Larosa Hotel,https://www.google.com/maps/place/Hanoi+Larosa+Hotel/data=!4m10!3m9!1s0x3135ab99d9a195d5:0x10023190b25168bb!5m2!4m1!1i2!8m2!3d21.0279406!4d105.8403566!16s%2Fg%2F1yghb68j0!19sChIJ1ZWh2ZmrNTERu2hRspAxAhA?authuser=0&hl=en&rclk=1
accommodation_ChIJCz9LgbCrNTERkVL9EUvq58c,Hanoi Le Jardin Hotel & Spa,https://www.google.com/maps/place/Hanoi+Le+Jardin+Hotel+%26+Spa/data=!4m10!3m9!1s0x3135abb0814b3f0b:0xc7e7ea4b11fd5291!5m2!4m1!1i2!8m2!3d21.0430583!4d105.8438568!16s%2Fg%2F11h0mcnw9x!19sChIJCz9LgbCrNTERkVL9EUvq58c?authuser=0&hl=en&rclk=1
accommodation_ChIJa0TqDQCtNTERiEwj0M9S9wI,HANOI LOCAL VIBE HOMESTAY,https://www.google.com/maps/place/HANOI+LOCAL+VIBE+HOMESTAY/data=!4m10!3m9!1s0x3135ad000dea446b:0x2f752cfd0234c88!5m2!4m1!1i2!8m2!3d21.0074955!4d105.8251876!16s%2Fg%2F11xdq72w_m!19sChIJa0TqDQCtNTERiEwj0M9S9wI?authuser=0&hl=en&rclk=1
accommodation_ChIJrRnMixqrNTERl4MmVr0Bb0I,Hanoi Loopers Hostel & Rooftop Bar,https://www.google.com/maps/place/Hanoi+Loopers+Hostel+%26+Rooftop+Bar/data=!4m10!3m9!1s0x3135ab1a8bcc19ad:0x426f01bd56268397!5m2!4m1!1i2!8m2!3d21.0341278!4d105.8514947!16s%2Fg%2F11ynb_l4wt!19sChIJrRnMixqrNTERl4MmVr0Bb0I?authuser=0&hl=en&rclk=1
accommodation_ChIJu78MHfSrNTERpQQf-ozCNWI,Hanoi Marigold Hotel,https://www.google.com/maps/place/Hanoi+Marigold+Hotel/data=!4m10!3m9!1s0x3135abf41d0cbfbb:0x6235c28cfa1f04a5!5m2!4m1!1i2!8m2!3d21.0397013!4d105.8490635!16s%2Fg%2F11my18__2l!19sChIJu78MHfSrNTERpQQf-ozCNWI?authuser=0&hl=en&rclk=1
accommodation_ChIJ_0xEj8CrNTERlvQZlVlrJbo,Hanoi Marvellous Hotel & Spa,https://www.google.com/maps/place/Hanoi+Marvellous+Hotel+%26+Spa/data=!4m10!3m9!1s0x3135abbe0388f4fd:0xba256b599519f496!5m2!4m1!1i2!8m2!3d21.031304!4d105.847142!16s%2Fg%2F1q62grgbm!19sChIJ_fSIA76rNTERlvQZlVlrJbo?authuser=0&hl=en&rclk=1
accommodation_ChIJK2NS4JyrNTERLp7cdytSvIA,Hanoi Okaeri Homestay,https://www.google.com/maps/place/Hanoi+Okaeri+Homestay/data=!4m10!3m9!1s0x3135ab9ce052632b:0x80bc522b77dc9e2e!5m2!4m1!1i2!8m2!3d21.0349393!4d105.8526831!16s%2Fg%2F11tjqt4f7q!19sChIJK2NS4JyrNTERLp7cdytSvIA?authuser=0&hl=en&rclk=1
accommodation_ChIJK6gYvpWrNTER7cwzp-2x_zo,Hanoi Old Quarter Homestay,https://www.google.com/maps/place/Hanoi+Old+Quarter+Homestay/data=!4m10!3m9!1s0x3135ab95be18a82b:0x3affb1eda733cced!5m2!4m1!1i2!8m2!3d21.0293468!4d105.8480729!16s%2Fg%2F11bv38c2qj!19sChIJK6gYvpWrNTER7cwzp-2x_zo?authuser=0&hl=en&rclk=1
accommodation_ChIJna2AT8CrNTERRoHHKFr3Ih4,Hanoi Paon Hotel & Spa,https://www.google.com/maps/place/Hanoi+Paon+Hotel+%26+Spa/data=!4m10!3m9!1s0x3135abc04f80ad9d:0x1e22f75a28c78146!5m2!4m1!1i2!8m2!3d21.0321173!4d105.8547819!16s%2Fg%2F11gh03ylpr!19sChIJna2AT8CrNTERRoHHKFr3Ih4?authuser=0&hl=en&rclk=1
accommodation_ChIJQQLSlrirNTER6aVM151VH5E,"Hanoi Riverview Boutique Hotel & Apartment (Hotel, Restaurant, Rooftop Bar & Pool)","https://www.google.com/maps/place/Hanoi+Riverview+Boutique+Hotel+%26+Apartment+%28Hotel,+Restaurant,+Rooftop+Bar+%26+Pool%29/data=!4m10!3m9!1s0x3135abb896d20241:0x911f559dd74ca5e9!5m2!4m1!1i2!8m2!3d21.0751773!4d105.8262455!16s%2Fg%2F11y97czwqn!19sChIJQQLSlrirNTER6aVM151VH5E?authuser=0&hl=en&rclk=1"
accommodation_ChIJK0i9eLqrNTERSMYcvsc-rig,Hanoi Rose Flower Hotel & Spa,https://www.google.com/maps/place/Hanoi+Rose+Flower+Hotel+%26+Spa/data=!4m10!3m9!1s0x3135abba78bd482b:0x28ae3ec7be1cc648!5m2!4m1!1i2!8m2!3d21.0429367!4d105.843951!16s%2Fg%2F11fkn10mmx!19sChIJK0i9eLqrNTERSMYcvsc-rig?authuser=0&hl=en&rclk=1
accommodation_ChIJhZIgH--rNTERh1G9e3f3bRU,Hanoi Sail Hotel,https://www.google.com/maps/place/Hanoi+Sail+Hotel/data=!4m10!3m9!1s0x3135abef1f209285:0x156df7777bbd5187!5m2!4m1!1i2!8m2!3d21.0221871!4d105.86161!16s%2Fg%2F11x7bv9s9t!19sChIJhZIgH--rNTERh1G9e3f3bRU?authuser=0&hl=en&rclk=1
accommodation_ChIJK2cybh6rNTER8ArD8JaBbY8,Hanoi Shouten Home Lakeside,https://www.google.com/maps/place/Hanoi+Shouten+Home+Lakeside/data=!4m10!3m9!1s0x3135ab1e6e32672b:0x8f6d8196f0c30af0!5m2!4m1!1i2!8m2!3d21.0458714!4d105.8401154!16s%2Fg%2F11vqzqgb51!19sChIJK2cybh6rNTER8ArD8JaBbY8?authuser=0&hl=en&rclk=1
accommodation_ChIJF-rAGr6rNTERO-JfxSKxr5E,Hanoi’s Lane Homestay,https://www.google.com/maps/place/Hanoi%E2%80%99s+Lane+Homestay/data=!4m10!3m9!1s0x3135abbe1ac0ea17:0x91afb122c55fe23b!5m2!4m1!1i2!8m2!3d21.0354031!4d105.8517982!16s%2Fg%2F11krgkdb39!19sChIJF-rAGr6rNTERO-JfxSKxr5E?authuser=0&hl=en&rclk=1
accommodation_ChIJUVBVhDCrNTERwQE0lW3mX3k,HanoPalais Homestay and Residence Base 3,https://www.google.com/maps/place/HanoPalais+Homestay+and+Residence+Base+3/data=!4m10!3m9!1s0x3135ab3084555051:0x795fe66d953401c1!5m2!4m1!1i2!8m2!3d21.0654407!4d105.8083517!16s%2Fg%2F11x2cmpwfq!19sChIJUVBVhDCrNTERwQE0lW3mX3k?authuser=0&hl=en&rclk=1
accommodation_ChIJP5_vwO2tNTERKiEqBawClJI,HanoPalais Homestay and Residence Base 4,https://www.google.com/maps/place/HanoPalais+Homestay+and+Residence+Base+4/data=!4m10!3m9!1s0x3135adedc0ef9f3f:0x929402ac052a212a!5m2!4m1!1i2!8m2!3d20.9879515!4d105.8137498!16s%2Fg%2F11nhm1kzhm!19sChIJP5_vwO2tNTERKiEqBawClJI?authuser=0&hl=en&rclk=1
accommodation_ChIJpQCPgfWrNTERVFQvbulTs8U,HanoPalais Homestay and Residence Base 5,https://www.google.com/maps/place/HanoPalais+Homestay+and+Residence+Base+5/data=!4m10!3m9!1s0x3135abf5818f00a5:0xc5b353e96e2f5454!5m2!4m1!1i2!8m2!3d21.0148204!4d105.807403!16s%2Fg%2F11ym7t8v73!19sChIJpQCPgfWrNTERVFQvbulTs8U?authuser=0&hl=en&rclk=1
accommodation_ChIJ7S98Z0pTNDER7gNJQTwK0Cc,HanoPalais Homestay and Residence Base 8,https://www.google.com/maps/place/HanoPalais+Homestay+and+Residence+Base+8/data=!4m10!3m9!1s0x3134534a677c2fed:0x27d00a3c414903ee!5m2!4m1!1i2!8m2!3d21.0451579!4d105.7706645!16s%2Fg%2F11yscnpp5k!19sChIJ7S98Z0pTNDER7gNJQTwK0Cc?authuser=0&hl=en&rclk=1
accommodation_ChIJu0dh73arNTERgVjaSoBwm70,HanoPalais Homestay and Residence Base 9,https://www.google.com/maps/place/HanoPalais+Homestay+and+Residence+Base+9/data=!4m7!3m6!1s0x3135ab76ef6147bb:0xbd9b70804ada5881!8m2!3d21.0384116!4d105.8160052!16s%2Fg%2F11myd08q71!19sChIJu0dh73arNTERgVjaSoBwm70?authuser=0&hl=en&rclk=1
accommodation_ChIJI1IuSfCrNTER98GJBkQby9Q,Hanowood Homestay,https://www.google.com/maps/place/Hanowood+Homestay/data=!4m10!3m9!1s0x3135abf0492e5223:0xd4cb1b440689c1f7!5m2!4m1!1i2!8m2!3d21.0211182!4d105.8467508!16s%2Fg%2F11h75yz1m8!19sChIJI1IuSfCrNTER98GJBkQby9Q?authuser=0&hl=en&rclk=1
accommodation_ChIJ8ykB636tNTERnftF905P9RY,HANVET HOTEL HANOI,https://www.google.com/maps/place/HANVET+HOTEL+HANOI/data=!4m10!3m9!1s0x3135ad7eeb0129f3:0x16f54f4ef745fb9d!5m2!4m1!1i2!8m2!3d21.0017175!4d105.8434941!16s%2Fg%2F11t5ljwclc!19sChIJ8ykB636tNTERnftF905P9RY?authuser=0&hl=en&rclk=1
accommodation_ChIJ38aq7OyrNTERXHLIztxWjn0,Hidden 9,https://www.google.com/maps/place/Hidden+9/data=!4m10!3m9!1s0x3135abececaac6df:0x7d8e56dccec8725c!5m2!4m1!1i2!8m2!3d21.0745126!4d105.8266729!16s%2Fg%2F11rkpbswfh!19sChIJ38aq7OyrNTERXHLIztxWjn0?authuser=0&hl=en&rclk=1
accommodation_ChIJD91O0durNTERwsw5X7H92qY,Hillary Hanoi Hotel,https://www.google.com/maps/place/Hillary+Hanoi+Hotel/data=!4m10!3m9!1s0x3135abdbd14edd0f:0xa6dafdb15f39ccc2!5m2!4m1!1i2!8m2!3d21.0321671!4d105.7897807!16s%2Fg%2F11jmxrnn6m!19sChIJD91O0durNTERwsw5X7H92qY?authuser=0&hl=en&rclk=1
accommodation_ChIJE-Ncn-2rNTER_wtFj_EOg5A,Hilton Garden Inn Hanoi,https://www.google.com/maps/place/Hilton+Garden+Inn+Hanoi/data=!4m10!3m9!1s0x3135abed76e05c8f:0x90830ef18f450bff!5m2!4m1!1i2!8m2!3d21.019514!4d105.855183!16s%2Fg%2F11xyd9crx!19sChIJj1zgdu2rNTER_wtFj_EOg5A?authuser=0&hl=en&rclk=1
accommodation_ChIJ142q02yrNTERvfCXMQkFh6Y,Home. Homestay,https://www.google.com/maps/place/Home.+Homestay/data=!4m10!3m9!1s0x3135ab6cd3aa8dd7:0xa68705093197f0bd!5m2!4m1!1i2!8m2!3d21.0449031!4d105.8406866!16s%2Fg%2F11yjzcjvbd!19sChIJ142q02yrNTERvfCXMQkFh6Y?authuser=0&hl=en&rclk=1
accommodation_ChIJ--4i8CyrNTER30L2bjdFCAU,Homestay CHẤT,https://www.google.com/maps/place/Homestay+CH%E1%BA%A4T/data=!4m10!3m9!1s0x3135ab2cf022eefb:0x50845376ef642df!5m2!4m1!1i2!8m2!3d21.0335255!4d105.8479586!16s%2Fg%2F11t6y0v9jw!19sChIJ--4i8CyrNTER30L2bjdFCAU?authuser=0&hl=en&rclk=1
accommodation_ChIJnxX6hbWrNTERp6uJzz6bmhY,Homestay CHẤT,https://www.google.com/maps/place/Homestay+CH%E1%BA%A4T/data=!4m10!3m9!1s0x3135abb585fa159f:0x169a9b3ecf89aba7!5m2!4m1!1i2!8m2!3d21.0455726!4d105.842622!16s%2Fg%2F11thqf5693!19sChIJnxX6hbWrNTERp6uJzz6bmhY?authuser=0&hl=en&rclk=1
accommodation_ChIJpRF_NwCrNTERoJCZfYkaQbE,Homestay CHẤT,https://www.google.com/maps/place/Homestay+CH%E1%BA%A4T/data=!4m10!3m9!1s0x3135ab00377f11a5:0xb1411a897d9990a0!5m2!4m1!1i2!8m2!3d21.0419438!4d105.846122!16s%2Fg%2F11x3916d12!19sChIJpRF_NwCrNTERoJCZfYkaQbE?authuser=0&hl=en&rclk=1
accommodation_ChIJNevqKOqrNTERSh7ZpNC0ELo,Hong Ha Hotel,https://www.google.com/maps/place/Hong+Ha+Hotel/data=!4m10!3m9!1s0x3135abea260e2289:0xba10b4d0a4d91e4a!5m2!4m1!1i2!8m2!3d21.027804!4d105.858064!16s%2Fg%2F1tfskgk2!19sChIJiSIOJuqrNTERSh7ZpNC0ELo?authuser=0&hl=en&rclk=1
accommodation_ChIJ__8jvJWrNTERoYMvS7zr7WI,Hotel de l'Opera - MGallery Hanoi,https://www.google.com/maps/place/Hotel+de+l%27Opera+-+MGallery+Hanoi/data=!4m10!3m9!1s0x3135ab95bc23ffff:0x62edebbc4b2f83a1!5m2!4m1!1i2!8m2!3d21.0244007!4d105.8555913!16s%2Fg%2F11f2cjsydg!19sChIJ__8jvJWrNTERoYMvS7zr7WI?authuser=0&hl=en&rclk=1
accommodation_ChIJed3ibLerNTER09e0TTvwjM8,HOTEL du LAC SIGNATURE,https://www.google.com/maps/place/HOTEL+du+LAC+SIGNATURE/data=!4m10!3m9!1s0x3135abb76ce2dd79:0xcf8cf03b4db4d7d3!5m2!4m1!1i2!8m2!3d21.0344637!4d105.8463434!16s%2Fg%2F11yj7f3xml!19sChIJed3ibLerNTER09e0TTvwjM8?authuser=0&hl=en&rclk=1
accommodation_ChIJIUXwmo-rNTERsaBk8r6uz9w,Hotel du Parc HaNoi,https://www.google.com/maps/place/Hotel+du+Parc+HaNoi/data=!4m10!3m9!1s0x3135ab8f9af04521:0xdccfaebef264a0b1!5m2!4m1!1i2!8m2!3d21.0177163!4d105.8418936!16s%2Fg%2F1td5nrb0!19sChIJIUXwmo-rNTERsaBk8r6uz9w?authuser=0&hl=en&rclk=1
accommodation_ChIJA7cHor6rNTERlOgeHxj-t5s,Hotel L 'Heritage,https://www.google.com/maps/place/Hotel+L+%27Heritage/data=!4m10!3m9!1s0x3135abbea207b703:0x9bb7fe181f1ee894!5m2!4m1!1i2!8m2!3d21.0353584!4d105.8471936!16s%2Fg%2F11b7vrmh7g!19sChIJA7cHor6rNTERlOgeHxj-t5s?authuser=0&hl=en&rclk=1
accommodation_ChIJeReIFACrNTERxEtWYjNbezg,Humi Housing,https://www.google.com/maps/place/Humi+Housing/data=!4m10!3m9!1s0x3135ab0014881779:0x387b5b3362564bc4!5m2!4m1!1i2!8m2!3d21.0554018!4d105.8200884!16s%2Fg%2F11wvvtfkms!19sChIJeReIFACrNTERxEtWYjNbezg?authuser=0&hl=en&rclk=1
accommodation_ChIJWWe80b-rNTERr9G7QLyUDDs,Imperial Hotel & Spa,https://www.google.com/maps/place/Imperial+Hotel+%26+Spa/data=!4m10!3m9!1s0x3135abbfd3bdae31:0x3b0c94bc40bbd1af!5m2!4m1!1i2!8m2!3d21.031161!4d105.849823!16s%2Fg%2F1hhk57d_x!19sChIJMa6907-rNTERr9G7QLyUDDs?authuser=0&hl=en&rclk=1
accommodation_ChIJZ4R031SrNTERUyJ1Ykae4bw,InterContinental Hanoi Landmark72 by IHG,https://www.google.com/maps/place/InterContinental+Hanoi+Landmark72+by+IHG/data=!4m10!3m9!1s0x3135ab54df748467:0xbce19e4662752253!5m2!4m1!1i2!8m2!3d21.016973!4d105.78422!16s%2Fm%2F0s8vml4!19sChIJZ4R031SrNTERUyJ1Ykae4bw?authuser=0&hl=en&rclk=1
accommodation_ChIJjU_PBFWqNTERbWlO_rdeNTg,InterContinental Hanoi Westlake by IHG,https://www.google.com/maps/place/InterContinental+Hanoi+Westlake+by+IHG/data=!4m10!3m9!1s0x3135aa5504cf4f8d:0x38355eb7fe4e696d!5m2!4m1!1i2!8m2!3d21.0588067!4d105.8323596!16s%2Fg%2F11cjk0swfk!19sChIJjU_PBFWqNTERbWlO_rdeNTg?authuser=0&hl=en&rclk=1
accommodation_ChIJeSbvaNhtNDERH_P-O7o480A,Ivory Villas & Resort - Quản lý bởi VMH,https://www.google.com/maps/place/Ivory+Villas+%26+Resort+-+Qu%E1%BA%A3n+l%C3%BD+b%E1%BB%9Fi+VMH/data=!4m10!3m9!1s0x31346dd868ef2679:0x40f338ba3bfef31f!5m2!4m1!1i2!8m2!3d20.903362!4d105.4644442!16s%2Fg%2F1pzs5k4lh!19sChIJeSbvaNhtNDERH_P-O7o480A?authuser=0&hl=en&rclk=1
accommodation_ChIJrQf2_5WrNTER5F9kUXZbmVo,JM Marvel Hotel & Spa,https://www.google.com/maps/place/JM+Marvel+Hotel+%26+Spa/data=!4m10!3m9!1s0x3135ab95fff607ad:0x5a995b7651645fe4!5m2!4m1!1i2!8m2!3d21.03108!4d105.8466196!16s%2Fg%2F11f4wtvs6n!19sChIJrQf2_5WrNTER5F9kUXZbmVo?authuser=0&hl=en&rclk=1
accommodation_ChIJMRpiu6ysNTERYNlM-EHSuQY,JW Marriott Hotel Hanoi,https://www.google.com/maps/place/JW+Marriott+Hotel+Hanoi/data=!4m10!3m9!1s0x3135acacbb621a31:0x6b9d241f84cd960!5m2!4m1!1i2!8m2!3d21.0069564!4d105.783168!16s%2Fg%2F1tj86xnl!19sChIJMRpiu6ysNTERYNlM-EHSuQY?authuser=0&hl=en&rclk=1
