id,name,type,source_url
drink_dessert_ChIJR3NOKwCrNTERwMEGaU2F-Hk,CAFE RANG XAY KỲ ĐÀI - (7TH FLOOR VIEW OF HANOI FLAG TOWER),DrinkDessert,https://www.google.com/maps/place/CAFE+RANG+XAY+K%E1%BB%B2+%C4%90%C3%80I+-+%287TH+FLOOR+VIEW+OF+HANOI+FLAG+TOWER%29/data=!4m7!3m6!1s0x3135ab002b4e7347:0x79f8854d6906c1c0!8m2!3d21.0325444!4d105.8408279!16s%2Fg%2F11y7xg76zs!19sChIJR3NOKwCrNTERwMEGaU2F-Hk?authuser=0&hl=en&rclk=1
drink_dessert_ChIJrx_6M0tVNDERSb6HzNwNgM8,Cafe Rodem,DrinkDessert,https://www.google.com/maps/place/Cafe+Rodem/data=!4m7!3m6!1s0x3134554b33fa1faf:0xcf800ddccc87be49!8m2!3d21.0437526!4d105.7688141!16s%2Fg%2F11gyc1wtr2!19sChIJrx_6M0tVNDERSb6HzNwNgM8?authuser=0&hl=en&rclk=1
drink_dessert_ChIJawMczCitNTER4kc7jd2Zbec,Cafe Ruby,DrinkDessert,https://www.google.com/maps/place/Cafe+Ruby/data=!4m7!3m6!1s0x3135ad28cc1c036b:0xe76d99dd8d3b47e2!8m2!3d20.9873617!4d105.8278307!16s%2Fg%2F11n05mb2xz!19sChIJawMczCitNTER4kc7jd2Zbec?authuser=0&hl=en&rclk=1
drink_dessert_ChIJxayffL-rNTERzjYJJ-i_wgA,Cafe Tạ Hiện,DrinkDessert,https://www.google.com/maps/place/Cafe+T%E1%BA%A1+Hi%E1%BB%87n/data=!4m7!3m6!1s0x3135abbf7c9facc5:0xc2bfe8270936ce!8m2!3d21.034092!4d105.8521597!16s%2Fg%2F11c1nnyqnd!19sChIJxayffL-rNTERzjYJJ-i_wgA?authuser=0&hl=en&rclk=1
drink_dessert_ChIJ56Rih7FUNDERHN0a1HKxb5A,Cafe Tech,DrinkDessert,https://www.google.com/maps/place/Cafe+Tech/data=!4m7!3m6!1s0x313454b18762a4e7:0x906fb172d41add1c!8m2!3d21.0285002!4d105.7754819!16s%2Fg%2F1pp2v1wmk!19sChIJ56Rih7FUNDERHN0a1HKxb5A?authuser=0&hl=en&rclk=1
drink_dessert_ChIJzRTos6GuNTERL9GS7q4dJjk,cafe thai,DrinkDessert,https://www.google.com/maps/place/cafe+thai/data=!4m7!3m6!1s0x3135aea1b3e814cd:0x39261daeee92d12f!8m2!3d20.9835271!4d105.8792766!16s%2Fg%2F12jf_zp07!19sChIJzRTos6GuNTERL9GS7q4dJjk?authuser=0&hl=en&rclk=1
drink_dessert_ChIJzdYzEI2rNTERhK_XxRgduGk,Cafe Thai,DrinkDessert,https://www.google.com/maps/place/Cafe+Thai/data=!4m7!3m6!1s0x3135ab8d1033d6cd:0x69b81d18c5d7af84!8m2!3d21.0173681!4d105.850484!16s%2Fg%2F1tw1b98f!19sChIJzdYzEI2rNTERhK_XxRgduGk?authuser=0&hl=en&rclk=1
drink_dessert_ChIJr3Dv7w-rNTERh-65T_hFijM,Cafe Tháng 10,DrinkDessert,https://www.google.com/maps/place/Cafe+Th%C3%A1ng+10/data=!4m7!3m6!1s0x3135ab0fefef70af:0x338a45f84fb9ee87!8m2!3d21.0440376!4d105.821208!16s%2Fg%2F11g9r47qnq!19sChIJr3Dv7w-rNTERh-65T_hFijM?authuser=0&hl=en&rclk=1
drink_dessert_ChIJHRUIQj2rNTER3Ynoy5KniUA,Cafe Thung Lũng Hoa - Tây Hồ,DrinkDessert,https://www.google.com/maps/place/Cafe+Thung+L%C5%A9ng+Hoa+-+T%C3%A2y+H%E1%BB%93/data=!4m7!3m6!1s0x3135ab3d4208151d:0x4089a792cbe889dd!8m2!3d21.0729029!4d105.8210844!16s%2Fg%2F11pv9h9y17!19sChIJHRUIQj2rNTER3Ynoy5KniUA?authuser=0&hl=en&rclk=1
drink_dessert_ChIJUXIpUQCpNTERPvbbmK8Cnvs,Café TICTACTOE,DrinkDessert,https://www.google.com/maps/place/Caf%C3%A9+TICTACTOE/data=!4m7!3m6!1s0x3135a90051297251:0xfb9e02af98dbf63e!8m2!3d21.0414489!4d105.8776537!16s%2Fg%2F11m743gl93!19sChIJUXIpUQCpNTERPvbbmK8Cnvs?authuser=0&hl=en&rclk=1
drink_dessert_ChIJmSypvg2rNTERravUjRyL9qA,Cafe Tòte - Đặng Thái Thân,DrinkDessert,https://www.google.com/maps/place/Cafe+T%C3%B2te+-+%C4%90%E1%BA%B7ng+Th%C3%A1i+Th%C3%A2n/data=!4m7!3m6!1s0x3135ab0dbea92c99:0xa0f68b1c8dd4abad!8m2!3d21.0230693!4d105.8590667!16s%2Fg%2F11rgbm8gwc!19sChIJmSypvg2rNTERravUjRyL9qA?authuser=0&hl=en&rclk=1
drink_dessert_ChIJQ1onP9-rNTERUJWiv2i_q4U,Cafe Tòte - Vạn Phúc,DrinkDessert,https://www.google.com/maps/place/Cafe+T%C3%B2te+-+V%E1%BA%A1n+Ph%C3%BAc/data=!4m7!3m6!1s0x3135abdf3f275a43:0x85abbf68bfa29550!8m2!3d21.0342179!4d105.8160548!16s%2Fg%2F11jlgt0rjw!19sChIJQ1onP9-rNTERUJWiv2i_q4U?authuser=0&hl=en&rclk=1
drink_dessert_ChIJLZdxVUOrNTERvQQ6V6tuQTk,Cafe Trần,DrinkDessert,https://www.google.com/maps/place/Cafe+Tr%E1%BA%A7n/data=!4m7!3m6!1s0x3135ab435571972d:0x39416eab573a04bd!8m2!3d21.0157705!4d105.8578052!16s%2Fg%2F11fhwd_31d!19sChIJLZdxVUOrNTERvQQ6V6tuQTk?authuser=0&hl=en&rclk=1
drink_dessert_ChIJjUPxx3tVNDER2nytfD6_uCA,café Trinity 3:16,DrinkDessert,https://www.google.com/maps/place/caf%C3%A9+Trinity+3:16/data=!4m7!3m6!1s0x3134557bc7f1438d:0x20b8bf3e7cad7cda!8m2!3d21.0177779!4d105.7742265!16s%2Fg%2F11k_pmnpj8!19sChIJjUPxx3tVNDER2nytfD6_uCA?authuser=0&hl=en&rclk=1
drink_dessert_ChIJT8jtE-2rNTERtl3xTr_Kdzs,Cafe Tự Do,DrinkDessert,https://www.google.com/maps/place/Cafe+T%E1%BB%B1+Do/data=!4m7!3m6!1s0x3135abed13edc84f:0x3b77cabf4ef15db6!8m2!3d21.0204695!4d105.8545804!16s%2Fg%2F11c719nypf!19sChIJT8jtE-2rNTERtl3xTr_Kdzs?authuser=0&hl=en&rclk=1
drink_dessert_ChIJ_UFNOqWrNTERsQJtbiL4xek,Cafe Villa,DrinkDessert,https://www.google.com/maps/place/Cafe+Villa/data=!4m7!3m6!1s0x3135aba53a4d41fd:0xe9c5f8226e6d02b1!8m2!3d21.0413149!4d105.8398319!16s%2Fg%2F11byxdxh5b!19sChIJ_UFNOqWrNTERsQJtbiL4xek?authuser=0&hl=en&rclk=1
drink_dessert_ChIJTbmWTm2rNTERUbZUuELgblE,Cafe Vợt,DrinkDessert,https://www.google.com/maps/place/Cafe+V%E1%BB%A3t/data=!4m7!3m6!1s0x3135ab6d4e96b94d:0x516ee042b854b651!8m2!3d21.0335046!4d105.8163101!16s%2Fg%2F11gdknnrzv!19sChIJTbmWTm2rNTERUbZUuELgblE?authuser=0&hl=en&rclk=1
drink_dessert_ChIJW9mgxbtUNDERke7lr-Q04PE,Cafe Vũ,DrinkDessert,https://www.google.com/maps/place/Cafe+V%C5%A9/data=!4m7!3m6!1s0x313454bbc5a0d95b:0xf1e034e4afe5ee91!8m2!3d21.0314294!4d105.7685583!16s%2Fg%2F1hc13g678!19sChIJW9mgxbtUNDERke7lr-Q04PE?authuser=0&hl=en&rclk=1
drink_dessert_ChIJlesGWMqqNTERpXAmhRg9GxI,Cafe Vườn Tre,DrinkDessert,https://www.google.com/maps/place/Cafe+V%C6%B0%E1%BB%9Dn+Tre/data=!4m7!3m6!1s0x3135aaca5806eb95:0x121b3d18852670a5!8m2!3d21.0811148!4d105.7849085!16s%2Fg%2F11gcx_xgb8!19sChIJlesGWMqqNTERpXAmhRg9GxI?authuser=0&hl=en&rclk=1
drink_dessert_ChIJKbUYcPZVNDERHRIMQmntrcs,Cafe Xưa,DrinkDessert,https://www.google.com/maps/place/Cafe+X%C6%B0a/data=!4m7!3m6!1s0x313455f67018b529:0xcbaded69420c121d!8m2!3d21.031432!4d105.7681451!16s%2Fg%2F11l27j5hpj!19sChIJKbUYcPZVNDERHRIMQmntrcs?authuser=0&hl=en&rclk=1
drink_dessert_ChIJz9S1uLerNTERfjlCwQY5IE8,Caffe Doppio Tu Hoa,DrinkDessert,https://www.google.com/maps/place/Caffe+Doppio+Tu+Hoa/data=!4m7!3m6!1s0x3135abb7b8b5d4cf:0x4f203906c142397e!8m2!3d21.0585359!4d105.8302567!16s%2Fg%2F11r_x1p5yv!19sChIJz9S1uLerNTERfjlCwQY5IE8?authuser=0&hl=en&rclk=1
drink_dessert_ChIJvQVLx-urNTERKRtB9mnkG_E,Caffè Italia,DrinkDessert,https://www.google.com/maps/place/Caff%C3%A8+Italia/data=!4m7!3m6!1s0x3135abebc74b05bd:0xf11be469f6411b29!8m2!3d21.0261976!4d105.8566899!16s%2Fg%2F1ydpvc6b4!19sChIJvQVLx-urNTERKRtB9mnkG_E?authuser=0&hl=en&rclk=1
drink_dessert_ChIJuwL17xGtNTERLYqUxgZSDUY,Cake by Mup Linh Đàm,DrinkDessert,https://www.google.com/maps/place/Cake+by+Mup+Linh+%C4%90%C3%A0m/data=!4m7!3m6!1s0x3135ad11eff502bb:0x460d5206c6948a2d!8m2!3d20.964002!4d105.8258418!16s%2Fg%2F11z4p_wqz2!19sChIJuwL17xGtNTERLYqUxgZSDUY?authuser=0&hl=en&rclk=1
drink_dessert_ChIJrTAj88itNTERlVMOrulnRLo,Cake by Mup Nguyễn Văn Lộc,DrinkDessert,https://www.google.com/maps/place/Cake+by+Mup+Nguy%E1%BB%85n+V%C4%83n+L%E1%BB%99c/data=!4m7!3m6!1s0x3135adc8f32330ad:0xba4467e9ae0e5395!8m2!3d20.9853909!4d105.785604!16s%2Fg%2F11yhh57wnt!19sChIJrTAj88itNTERlVMOrulnRLo?authuser=0&hl=en&rclk=1
drink_dessert_ChIJ-emdGA6tNTERzaUVajFGvBI,Cake by Mup Trần Đại Nghĩa,DrinkDessert,https://www.google.com/maps/place/Cake+by+Mup+Tr%E1%BA%A7n+%C4%90%E1%BA%A1i+Ngh%C4%A9a/data=!4m7!3m6!1s0x3135ad0e189de9f9:0x12bc46316a15a5cd!8m2!3d20.997891!4d105.8457378!16s%2Fg%2F11sz4c18sw!19sChIJ-emdGA6tNTERzaUVajFGvBI?authuser=0&hl=en&rclk=1
drink_dessert_ChIJjeWWMqWrNTEROmUxIRtr1cI,Calmo coffee & more,DrinkDessert,https://www.google.com/maps/place/Calmo+coffee+%26+more/data=!4m7!3m6!1s0x3135aba53296e58d:0xc2d56b1b2131653a!8m2!3d21.0770275!4d105.816879!16s%2Fg%2F11v4195t4c!19sChIJjeWWMqWrNTEROmUxIRtr1cI?authuser=0&hl=en&rclk=1
drink_dessert_ChIJ_zbYLLutNTERX-xy6pBuNBg,Cam coffee shop,DrinkDessert,https://www.google.com/maps/place/Cam+coffee+shop/data=!4m7!3m6!1s0x3135adbb2cd836ff:0x18346e90ea72ec5f!8m2!3d20.956031!4d105.8410667!16s%2Fg%2F11kj3ggfc_!19sChIJ_zbYLLutNTERX-xy6pBuNBg?authuser=0&hl=en&rclk=1
drink_dessert_ChIJe2BMduGrNTERhYE-W8eytDQ,Cam Xanh cà phê,DrinkDessert,https://www.google.com/maps/place/Cam+Xanh+c%C3%A0+ph%C3%AA/data=!4m7!3m6!1s0x3135abe1764c607b:0x34b4b2c75b3e8185!8m2!3d21.0380019!4d105.8275709!16s%2Fg%2F11tjbx92zc!19sChIJe2BMduGrNTERhYE-W8eytDQ?authuser=0&hl=en&rclk=1
drink_dessert_ChIJX01xWxurNTERIfyRXalpO3A,Căng-tin Caphe,DrinkDessert,https://www.google.com/maps/place/C%C4%83ng-tin+Caphe/data=!4m7!3m6!1s0x3135ab1b5b714d5f:0x703b69a95d91fc21!8m2!3d21.0179876!4d105.8261138!16s%2Fg%2F11h1lt7zvl!19sChIJX01xWxurNTERIfyRXalpO3A?authuser=0&hl=en&rclk=1
drink_dessert_ChIJh7qnm4-rNTERQk3W_B4BJNY,Capella Coffee Roaster Hanoi,DrinkDessert,https://www.google.com/maps/place/Capella+Coffee+Roaster+Hanoi/data=!4m7!3m6!1s0x3135ab8f9ba7ba87:0xd624011efcd64d42!8m2!3d21.0683676!4d105.8233988!16s%2Fg%2F11fj8dy8kf!19sChIJh7qnm4-rNTERQk3W_B4BJNY?authuser=0&hl=en&rclk=1
drink_dessert_ChIJu1FLAhWsNTERwHIdn4lNdvU,Cà Phê 88,DrinkDessert,https://www.google.com/maps/place/C%C3%A0+Ph%C3%AA+88/data=!4m7!3m6!1s0x3135ac15024b51bb:0xf5764d899f1d72c0!8m2!3d20.9866598!4d105.8549052!16s%2Fg%2F11bccmkj2s!19sChIJu1FLAhWsNTERwHIdn4lNdvU?authuser=0&hl=en&rclk=1
drink_dessert_ChIJN4C2T1mrNTERPqCP8CRUvb8,Ca Phe B52,DrinkDessert,https://www.google.com/maps/place/Ca+Phe+B52/data=!4m7!3m6!1s0x3135ab594fb68037:0xbfbd5424f08fa03e!8m2!3d21.0378214!4d105.8272729!16s%2Fg%2F11sdvrqrxm!19sChIJN4C2T1mrNTERPqCP8CRUvb8?authuser=0&hl=en&rclk=1
drink_dessert_ChIJScczx9GsNTERSo9B4jRgR-4,Cà Phê Bar - Nhà Kho 247,DrinkDessert,https://www.google.com/maps/place/C%C3%A0+Ph%C3%AA+Bar+-+Nh%C3%A0+Kho+247/data=!4m7!3m6!1s0x3135acd1c733c749:0xee476034e2418f4a!8m2!3d20.9771333!4d105.789862!16s%2Fg%2F11bwpz6ykq!19sChIJScczx9GsNTERSo9B4jRgR-4?authuser=0&hl=en&rclk=1
drink_dessert_ChIJq8RMvWetNTER1RhnpJpuuvE,Cà Phê Bình An,DrinkDessert,https://www.google.com/maps/place/C%C3%A0+Ph%C3%AA+B%C3%ACnh+An/data=!4m7!3m6!1s0x3135ad67bd4cc4ab:0xf1ba6e9aa46718d5!8m2!3d20.9973355!4d105.8457048!16s%2Fg%2F11j5ttddps!19sChIJq8RMvWetNTER1RhnpJpuuvE?authuser=0&hl=en&rclk=1
drink_dessert_ChIJ53t20S2rNTERFp17JkvpeGg,Cà phê CuIi 4 Kosmo,DrinkDessert,https://www.google.com/maps/place/C%C3%A0+ph%C3%AA+CuIi+4+Kosmo/data=!4m7!3m6!1s0x3135ab2dd1767be7:0x6878e94b267b9d16!8m2!3d21.0675183!4d105.8012866!16s%2Fg%2F11k498798n!19sChIJ53t20S2rNTERFp17JkvpeGg?authuser=0&hl=en&rclk=1
drink_dessert_ChIJNTW7xNarNTERRssr0LEkDYQ,Caphe Culi,DrinkDessert,https://www.google.com/maps/place/Caphe+Culi/data=!4m7!3m6!1s0x3135abd6c4bb3535:0x840d24b1d02bcb46!8m2!3d21.0668073!4d105.8106968!16s%2Fg%2F11sh2nyp6n!19sChIJNTW7xNarNTERRssr0LEkDYQ?authuser=0&hl=en&rclk=1
drink_dessert_ChIJFeQ_s4OrNTER3i1ESoWaxUI,Cà phê D9 - Hoàng Ngọc Phách,DrinkDessert,https://www.google.com/maps/place/C%C3%A0+ph%C3%AA+D9+-+Ho%C3%A0ng+Ng%E1%BB%8Dc+Ph%C3%A1ch/data=!4m7!3m6!1s0x3135ab83b33fe415:0x42c59a854a442dde!8m2!3d21.0160253!4d105.8114974!16s%2Fg%2F11s51bd1x_!19sChIJFeQ_s4OrNTER3i1ESoWaxUI?authuser=0&hl=en&rclk=1
drink_dessert_ChIJIQUWjrVUNDERov30T44AlBs,Cà Phê Diệp,DrinkDessert,https://www.google.com/maps/place/C%C3%A0+Ph%C3%AA+Di%E1%BB%87p/data=!4m7!3m6!1s0x313454b58e160521:0x1b94008e4ff4fda2!8m2!3d21.0369906!4d105.7780596!16s%2Fg%2F11hbkzwwv2!19sChIJIQUWjrVUNDERov30T44AlBs?authuser=0&hl=en&rclk=1
drink_dessert_ChIJD7aRBQCrNTERKZXnjX3WM98,Cà Phê Du Kích (Guerrilla Specialty Coffee Lab),DrinkDessert,https://www.google.com/maps/place/C%C3%A0+Ph%C3%AA+Du+K%C3%ADch+%28Guerrilla+Specialty+Coffee+Lab%29/data=!4m7!3m6!1s0x3135ab000591b60f:0xdf33d67d8de79529!8m2!3d21.0289215!4d105.8433339!16s%2Fg%2F11lzf44j2l!19sChIJD7aRBQCrNTERKZXnjX3WM98?authuser=0&hl=en&rclk=1
drink_dessert_ChIJ5YC2rNatNTER7wPpFk5I9ig,Cà phê Gác,DrinkDessert,https://www.google.com/maps/place/C%C3%A0+ph%C3%AA+G%C3%A1c/data=!4m7!3m6!1s0x3135add6acb680e5:0x28f6484e16e903ef!8m2!3d21.0014955!4d105.836115!16s%2Fg%2F11jrjb3lsl!19sChIJ5YC2rNatNTER7wPpFk5I9ig?authuser=0&hl=en&rclk=1
drink_dessert_ChIJDS8toZSrNTERNJ026MyznXs,Cà phê Hai Bốn,DrinkDessert,https://www.google.com/maps/place/C%C3%A0+ph%C3%AA+Hai+B%E1%BB%91n/data=!4m7!3m6!1s0x3135ab94a12d2f0d:0x7b9db3cce8369d34!8m2!3d21.0118216!4d105.851306!16s%2Fg%2F11fz2x1jcg!19sChIJDS8toZSrNTERNJ026MyznXs?authuser=0&hl=en&rclk=1
drink_dessert_ChIJx2rFMtCrNTER69IMBtqTxrg,Cà phê Hai Bốn - Dã Tượng,DrinkDessert,https://www.google.com/maps/place/C%C3%A0+ph%C3%AA+Hai+B%E1%BB%91n+-+D%C3%A3+T%C6%B0%E1%BB%A3ng/data=!4m7!3m6!1s0x3135abd032c56ac7:0xb8c693da060cd2eb!8m2!3d21.0229988!4d105.8465308!16s%2Fg%2F11s7d4d7vn!19sChIJx2rFMtCrNTER69IMBtqTxrg?authuser=0&hl=en&rclk=1
drink_dessert_ChIJHcCEp0OrNTER5Xt0FolRDww,Cà phê Hai Bốn - Văn Miếu,DrinkDessert,https://www.google.com/maps/place/C%C3%A0+ph%C3%AA+Hai+B%E1%BB%91n+-+V%C4%83n+Mi%E1%BA%BFu/data=!4m7!3m6!1s0x3135ab43a784c01d:0xc0f518916747be5!8m2!3d21.0299635!4d105.8370393!16s%2Fg%2F11t65g9r5y!19sChIJHcCEp0OrNTER5Xt0FolRDww?authuser=0&hl=en&rclk=1
drink_dessert_ChIJg4MIAT-tNTERhrPnyAj_B_w,Cà Phê Hà Nội 75,DrinkDessert,https://www.google.com/maps/place/C%C3%A0+Ph%C3%AA+H%C3%A0+N%E1%BB%99i+75/data=!4m7!3m6!1s0x3135ad3f01088383:0xfc07ff08c8e7b386!8m2!3d20.9873523!4d105.8449179!16s%2Fg%2F11f610r3kk!19sChIJg4MIAT-tNTERhrPnyAj_B_w?authuser=0&hl=en&rclk=1
drink_dessert_ChIJY4K3ZXCsNTERkFnirTCA5GU,Cà Phê Hoa Đá,DrinkDessert,https://www.google.com/maps/place/C%C3%A0+Ph%C3%AA+Hoa+%C4%90%C3%A1/data=!4m7!3m6!1s0x3135ac7065b78263:0x65e48030ade25990!8m2!3d20.9994988!4d105.8419191!16s%2Fg%2F12vs7hvt0!19sChIJY4K3ZXCsNTERkFnirTCA5GU?authuser=0&hl=en&rclk=1
drink_dessert_ChIJA7VykxOtNTERhVEpT_XWa2U,Cà phê Hội An 1986 - Cơ sở Linh Đàm,DrinkDessert,https://www.google.com/maps/place/C%C3%A0+ph%C3%AA+H%E1%BB%99i+An+1986+-+C%C6%A1+s%E1%BB%9F+Linh+%C4%90%C3%A0m/data=!4m7!3m6!1s0x3135ad139372b503:0x656bd6f54f295185!8m2!3d20.9654331!4d105.8242089!16s%2Fg%2F11v01x_3lh!19sChIJA7VykxOtNTERhVEpT_XWa2U?authuser=0&hl=en&rclk=1
drink_dessert_ChIJF-0ayapTNDERNKAeAwj3zug,"Cà phê Hội ( Cafe Hội ) -CS2: Ngô Thì Nhậm, Hà Đông",DrinkDessert,"https://www.google.com/maps/place/C%C3%A0+ph%C3%AA+H%E1%BB%99i+%28+Cafe+H%E1%BB%99i+%29+-CS2:+Ng%C3%B4+Th%C3%AC+Nh%E1%BA%ADm,+H%C3%A0+%C4%90%C3%B4ng/data=!4m7!3m6!1s0x313453aac91aed17:0xe8cef708031ea034!8m2!3d20.9693196!4d105.7690406!16s%2Fg%2F11hfk33r_h!19sChIJF-0ayapTNDERNKAeAwj3zug?authuser=0&hl=en&rclk=1"
drink_dessert_ChIJ2bPKofqtNTERZrkNiRDLlH8,Cà Phê Không,DrinkDessert,https://www.google.com/maps/place/C%C3%A0+Ph%C3%AA+Kh%C3%B4ng/data=!4m7!3m6!1s0x3135adfaa1cab3d9:0x7f94cb10890db966!8m2!3d21.0093333!4d105.8181689!16s%2Fg%2F11m317wtc2!19sChIJ2bPKofqtNTERZrkNiRDLlH8?authuser=0&hl=en&rclk=1
drink_dessert_ChIJxwL4R8CrNTERajhouRLbFHA,Cà Phê Lâm,DrinkDessert,https://www.google.com/maps/place/C%C3%A0+Ph%C3%AA+L%C3%A2m/data=!4m7!3m6!1s0x3135abc047f802c7:0x7014db12b968386a!8m2!3d21.0332749!4d105.8542999!16s%2Fg%2F11c2086979!19sChIJxwL4R8CrNTERajhouRLbFHA?authuser=0&hl=en&rclk=1
drink_dessert_ChIJLbbSE4OsNTERZmlgRxrDIdQ,Cà Phê Làng Xưa,DrinkDessert,https://www.google.com/maps/place/C%C3%A0+Ph%C3%AA+L%C3%A0ng+X%C6%B0a/data=!4m7!3m6!1s0x3135ac8313d2b62d:0xd421c31a47606966!8m2!3d21.0060109!4d105.8194725!16s%2Fg%2F11crtdj6rm!19sChIJLbbSE4OsNTERZmlgRxrDIdQ?authuser=0&hl=en&rclk=1
drink_dessert_ChIJ3zZC0vurNTERmSaUoGDjfTI,cà phê litaliti,DrinkDessert,https://www.google.com/maps/place/c%C3%A0+ph%C3%AA+litaliti/data=!4m7!3m6!1s0x3135abfbd24236df:0x327de360a0942699!8m2!3d21.0333608!4d105.8528398!16s%2Fg%2F11stprdyht!19sChIJ3zZC0vurNTERmSaUoGDjfTI?authuser=0&hl=en&rclk=1
drink_dessert_ChIJCSLaEu2qNTERkCR6DgE4Moo,Cà Phê Lộc Phát,DrinkDessert,https://www.google.com/maps/place/C%C3%A0+Ph%C3%AA+L%E1%BB%99c+Ph%C3%A1t/data=!4m7!3m6!1s0x3135aaed12da2209:0x8a3238010e7a2490!8m2!3d21.0783146!4d105.8160326!16s%2Fg%2F1pp2v21_x!19sChIJCSLaEu2qNTERkCR6DgE4Moo?authuser=0&hl=en&rclk=1
drink_dessert_ChIJJ9llMNKqNTERFHljLMIdq9w,Cà Phê Long,DrinkDessert,https://www.google.com/maps/place/C%C3%A0+Ph%C3%AA+Long/data=!4m7!3m6!1s0x3135aad23065d927:0xdcab1dc22c637914!8m2!3d21.0689438!4d105.7876339!16s%2Fg%2F11bccmxg1s!19sChIJJ9llMNKqNTERFHljLMIdq9w?authuser=0&hl=en&rclk=1
drink_dessert_ChIJtanaxjerNTERKoR0N4T4k7g,Cà Phê Mậu Dịch,DrinkDessert,https://www.google.com/maps/place/C%C3%A0+Ph%C3%AA+M%E1%BA%ADu+D%E1%BB%8Bch/data=!4m7!3m6!1s0x3135ab37c6daa9b5:0xb893f8843774842a!8m2!3d21.0373188!4d105.7921802!16s%2Fg%2F11c37mxndd!19sChIJtanaxjerNTERKoR0N4T4k7g?authuser=0&hl=en&rclk=1
drink_dessert_ChIJxU0eaVOqNTEREkY7suktI-0,Cà Phê Minh,DrinkDessert,https://www.google.com/maps/place/C%C3%A0+Ph%C3%AA+Minh/data=!4m7!3m6!1s0x3135aa53691e4dc5:0xed232de9b23b4612!8m2!3d21.0588715!4d105.8357731!16s%2Fg%2F1pp2v34p1!19sChIJxU0eaVOqNTEREkY7suktI-0?authuser=0&hl=en&rclk=1
drink_dessert_ChIJ_1tvFhOtNTERXry_q2rJ3IY,Cà phê Ngọc Bao Cấp,DrinkDessert,https://www.google.com/maps/place/C%C3%A0+ph%C3%AA+Ng%E1%BB%8Dc+Bao+C%E1%BA%A5p/data=!4m7!3m6!1s0x3135ad13166f5bff:0x86dcc96aabbfbc5e!8m2!3d20.9417449!4d105.8490804!16s%2Fg%2F11tc1r6xv9!19sChIJ_1tvFhOtNTERXry_q2rJ3IY?authuser=0&hl=en&rclk=1
drink_dessert_ChIJZZ5xeShTNDERrbZRfAtnJCk,Cà Phê Nguyễn,DrinkDessert,https://www.google.com/maps/place/C%C3%A0+Ph%C3%AA+Nguy%E1%BB%85n/data=!4m7!3m6!1s0x3134532879719e65:0x2924670b7c51b6ad!8m2!3d20.9709472!4d105.7706841!16s%2Fg%2F11fxvlyd83!19sChIJZZ5xeShTNDERrbZRfAtnJCk?authuser=0&hl=en&rclk=1
drink_dessert_ChIJ8QIpsq2rNTER_aAb6H8vGWg,Cà Phê Nhạc Xưa,DrinkDessert,https://www.google.com/maps/place/C%C3%A0+Ph%C3%AA+Nh%E1%BA%A1c+X%C6%B0a/data=!4m7!3m6!1s0x3135abadb22902f1:0x68192f7fe81ba0fd!8m2!3d21.0515029!4d105.8379903!16s%2Fg%2F11gbxblgqm!19sChIJ8QIpsq2rNTER_aAb6H8vGWg?authuser=0&hl=en&rclk=1
drink_dessert_ChIJI-hMGsKrNTER9imBqOTWJvw,Cà phê Nhà Kho,DrinkDessert,https://www.google.com/maps/place/C%C3%A0+ph%C3%AA+Nh%C3%A0+Kho/data=!4m7!3m6!1s0x3135abc21a4ce823:0xfc26d6e4a88129f6!8m2!3d21.0212804!4d105.8151908!16s%2Fg%2F11s0t255gj!19sChIJI-hMGsKrNTER9imBqOTWJvw?authuser=0&hl=en&rclk=1
drink_dessert_ChIJ71salPOtNTERAqpxRERGqbs,Cà Phê Nhà Kho Đại La,DrinkDessert,https://www.google.com/maps/place/C%C3%A0+Ph%C3%AA+Nh%C3%A0+Kho+%C4%90%E1%BA%A1i+La/data=!4m7!3m6!1s0x3135adf3941a5bef:0xbba946444471aa02!8m2!3d20.9986265!4d105.8444355!16s%2Fg%2F11stqtkd8t!19sChIJ71salPOtNTERAqpxRERGqbs?authuser=0&hl=en&rclk=1
drink_dessert_ChIJL5CnEACrNTERpO3IchW7dbQ,Cà phê ống Hà Nội,DrinkDessert,https://www.google.com/maps/place/C%C3%A0+ph%C3%AA+%E1%BB%91ng+H%C3%A0+N%E1%BB%99i/data=!4m7!3m6!1s0x3135ab0010a7902f:0xb475bb1572c8eda4!8m2!3d21.011228!4d105.8398662!16s%2Fg%2F11xd9274g1!19sChIJL5CnEACrNTERpO3IchW7dbQ?authuser=0&hl=en&rclk=1
drink_dessert_ChIJUzySryytNTERZvDxePW_PRM,Cà phê Phố Núi - Bùi Quốc Khái,DrinkDessert,https://www.google.com/maps/place/C%C3%A0+ph%C3%AA+Ph%E1%BB%91+N%C3%BAi+-+B%C3%B9i+Qu%E1%BB%91c+Kh%C3%A1i/data=!4m7!3m6!1s0x3135ad2caf923c53:0x133dbff578f1f066!8m2!3d20.9635827!4d105.8219222!16s%2Fg%2F11sts6473g!19sChIJUzySryytNTERZvDxePW_PRM?authuser=0&hl=en&rclk=1
